id,category,name,calories,moisture,amino_acid_composition_protein,protein,triacylglycerol,cholesterol,fat,available_carbohydrates,carbohydrates,sodium,potassium,calcium,magnesium,phosphorus,iron,zinc,copper,manganese,iodine,selenium,chromium,molybdenum,vitaminA,vitaminD,vitaminE,vitaminK,vitaminB1,vitaminB2,vitaminB3,vitaminB6,vitaminB12,vitaminB9,vitaminB5,vitaminB7,vitaminC
291,7,ぶどう　皮なし　生,58.0,83.5,0.2,0.4,0.0,0.0,0.1,14.8,15.7,1.0,130.0,6.0,6.0,15.0,0.1,0.1,0.05,0.12,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.0,0.04,0.01,0.1,0.04,0.0,4.0,0.1,0.7,2.0
292,7,ぶどう　皮つき　シャインマスカット　生,61.0,82.5,0.4,0.7,0.0,0.0,0.2,15.1,16.1,0.0,210.0,7.0,6.0,23.0,0.2,0.0,0.06,0.05,1.0,0.0,0.0,1.0,3.0,0.0,0.5,31.0,0.05,0.01,0.1,0.06,0.0,19.0,0.04,0.8,2.0
293,7,ぶどう　干しぶどう,324.0,14.5,2.0,2.7,0.1,0.0,0.2,75.9,80.3,12.0,740.0,65.0,31.0,90.0,2.3,0.3,0.39,0.2,3.0,0.0,9.0,12.0,1.0,0.0,0.5,0.0,0.12,0.03,0.6,0.23,0.0,9.0,0.17,4.3,0.0
294,7,ブルーベリー　生,48.0,86.4,0.3,0.5,0.1,0.0,0.1,9.8,12.9,1.0,70.0,8.0,5.0,9.0,0.2,0.1,0.04,0.26,0.0,0.0,0.0,1.0,5.0,0.0,1.7,15.0,0.03,0.03,0.2,0.05,0.0,12.0,0.12,1.1,9.0
295,7,ホワイトサポテ　生,73.0,79.0,1.2,1.5,0.1,0.0,0.1,16.1,18.9,0.0,220.0,13.0,17.0,28.0,0.2,0.2,0.09,0.09,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.0,0.05,0.05,0.6,0.06,0.0,36.0,0.22,0.0,18.0
296,7,まくわうり　黄肉種　生,34.0,90.8,0.6,0.8,0.1,0.0,0.1,7.0,7.8,1.0,280.0,6.0,12.0,8.0,0.2,0.1,0.02,0.05,0.0,0.0,0.0,0.0,15.0,0.0,0.1,0.0,0.03,0.03,0.8,0.06,0.0,50.0,0.16,0.0,30.0
297,7,マルメロ　生,48.0,84.2,0.0,0.3,0.1,0.0,0.1,10.0,15.1,1.0,160.0,11.0,7.0,14.0,0.1,0.2,0.05,0.02,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.02,0.02,0.2,0.05,0.0,12.0,0.25,0.0,18.0
298,7,マンゴー　生,68.0,82.0,0.5,0.6,0.1,0.0,0.1,15.7,16.9,1.0,170.0,15.0,12.0,12.0,0.2,0.1,0.08,0.1,0.0,0.0,0.0,0.0,51.0,0.0,1.8,3.0,0.04,0.06,0.7,0.13,0.0,84.0,0.22,0.8,20.0
299,7,マンゴー　ドライマンゴー,339.0,9.3,2.3,3.1,0.3,0.0,0.7,76.6,84.9,1.0,1100.0,37.0,57.0,81.0,0.5,0.6,0.2,0.53,2.0,2.0,1.0,2.0,500.0,0.0,6.8,16.0,0.27,0.21,3.4,0.43,0.0,260.0,0.46,5.3,69.0
300,7,マンゴスチン　生,71.0,81.5,0.0,0.6,0.0,0.0,0.2,16.1,17.5,1.0,100.0,6.0,18.0,12.0,0.1,0.2,0.07,0.35,0.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.11,0.03,0.5,0.04,0.0,20.0,0.33,0.6,3.0
301,7,メロン　温室メロン　生,40.0,87.8,0.7,1.1,0.1,0.0,0.1,10.3,10.3,7.0,340.0,8.0,13.0,21.0,0.3,0.2,0.05,0.04,0.0,2.0,1.0,4.0,3.0,0.0,0.2,3.0,0.06,0.02,0.5,0.1,0.0,32.0,0.19,0.9,18.0
302,7,（もも類）　もも　白肉種　生,38.0,88.7,0.4,0.6,0.1,0.0,0.1,8.4,10.2,1.0,180.0,4.0,7.0,18.0,0.1,0.1,0.05,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.7,1.0,0.01,0.01,0.6,0.02,0.0,5.0,0.13,0.3,8.0
303,7,（もも類）　ネクタリン　生,39.0,87.8,0.4,0.7,0.2,0.0,0.3,8.7,10.7,1.0,210.0,5.0,10.0,16.0,0.2,0.1,0.08,0.06,0.0,0.0,0.0,0.0,20.0,0.0,1.4,2.0,0.02,0.03,0.7,0.01,0.0,12.0,0.2,0.0,10.0
304,7,やまもも　生,47.0,87.8,0.0,0.5,0.0,0.0,0.2,10.2,11.3,4.0,120.0,4.0,7.0,5.0,0.4,0.1,0.03,0.22,0.0,0.0,0.0,0.0,2.0,0.0,0.3,0.0,0.04,0.03,0.3,0.05,0.0,26.0,0.21,0.0,4.0
305,7,ライチー　生,61.0,82.1,0.6,1.0,0.1,0.0,0.1,15.9,16.4,0.0,170.0,2.0,13.0,22.0,0.2,0.2,0.14,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.06,1.0,0.09,0.0,100.0,0.0,0.0,36.0
306,7,ラズベリー　生,36.0,88.2,0.0,1.1,0.0,0.0,0.1,5.4,10.2,1.0,150.0,22.0,21.0,29.0,0.7,0.4,0.12,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.8,6.0,0.02,0.04,0.6,0.07,0.0,38.0,0.43,0.0,22.0
307,7,りゅうがん　乾,310.0,19.4,3.2,5.1,0.3,0.0,0.4,72.1,72.9,2.0,1000.0,30.0,43.0,94.0,1.7,0.7,0.68,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.03,0.74,2.5,0.2,0.0,20.0,0.0,0.0,0.0
308,7,りんご　皮なし　生,53.0,84.1,0.1,0.1,0.0,0.0,0.2,13.0,15.5,0.0,120.0,3.0,3.0,12.0,0.1,0.0,0.05,0.02,0.0,0.0,1.0,0.0,1.0,0.0,0.1,0.0,0.02,0.0,0.1,0.04,0.0,2.0,0.03,0.5,4.0
